country,isced,retired,age,female,couple,alwaysdis,eligibleSR,id,age2,Germany,Sweden,Netherland,Spain,Italy,France,Denmark,Greece,Switzerland,Belgium,Israel,CzechRepublic,Poland,Luxembourg,Hungary,Portugal,Slovenia,Estonia,Croatia,isced1,isced2,isced3,isced4,isced5,isced6
Germany,Isced-97 code 3,0,57,1,1,1,0,10094,3249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,79,1,0,0,1,10095,6241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,1,81,1,0,1,1,10096,6561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 2,1,78,1,1,1,1,10097,6084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Germany,Isced-97 code 3,1,83,0,1,1,1,10098,6889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,66,1,0,1,1,10099,4356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,1,61,0,1,0,0,10101,3721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,80,1,0,0,1,10102,6400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,0,59,1,0,1,0,10103,3481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,72,1,0,1,1,10104,5184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,83,0,0,1,1,10105,6889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,1,68,1,0,0,1,10106,4624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,69,1,1,1,1,10107,4761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,1,77,0,1,0,1,10108,5929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,1,84,0,1,1,1,10109,7056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,82,1,1,1,1,10110,6724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,73,0,1,1,1,10111,5329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,69,1,1,1,1,10112,4761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 6,0,59,0,1,0,0,10113,3481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,Isced-97 code 5,0,60,1,1,1,0,10114,3600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,1,68,1,0,1,1,10115,4624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,76,0,1,1,1,10116,5776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,0,67,0,1,1,1,10119,4489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,1,77,1,1,1,1,10120,5929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,77,0,1,1,1,10121,5929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,78,0,0,1,1,10122,6084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,59,0,1,0,0,10123,3481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,0,58,1,1,1,0,10124,3364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,74,0,0,1,1,10125,5476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,0,58,1,0,1,0,10126,3364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,0,60,0,1,1,0,10127,3600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,0,55,1,1,1,0,10128,3025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 6,0,59,1,0,0,0,10129,3481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,Isced-97 code 3,0,63,0,0,1,0,10130,3969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,0,61,0,1,1,0,10131,3721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,0,57,1,1,1,0,10132,3249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,86,0,1,1,1,10133,7396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,84,1,1,1,1,10134,7056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,1,73,1,1,1,1,10135,5329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,75,0,1,1,1,10136,5625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,71,1,1,1,1,10137,5041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,78,1,1,1,1,10138,6084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,81,0,1,1,1,10139,6561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,1,77,0,0,0,1,10140,5929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,0,68,0,1,0,1,10141,4624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,1,72,0,1,1,1,10143,5184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,1,72,1,1,1,1,10144,5184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,1,68,0,1,1,1,10146,4624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,0,60,1,0,1,0,10147,3600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,0,59,0,1,1,0,10148,3481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,0,56,1,1,1,0,10149,3136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,0,61,1,0,0,0,10150,3721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,1,64,0,1,0,0,10151,4096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 4,0,56,1,1,0,0,10152,3136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Germany,Isced-97 code 3,1,70,0,0,1,1,10153,4900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,69,1,1,1,1,10154,4761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,79,0,1,1,1,10155,6241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,1,68,1,0,1,1,10156,4624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,0,59,1,1,1,0,10157,3481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,0,56,0,1,1,0,10158,3136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,69,1,1,1,1,10159,4761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,70,0,1,1,1,10160,4900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,79,1,0,1,1,10162,6241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,86,0,0,1,1,10163,7396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,0,59,0,1,1,0,10164,3481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,1,84,1,0,1,1,10166,7056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,67,1,1,0,1,10169,4489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,84,0,1,1,1,10170,7056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 4,0,58,1,1,0,0,10171,3364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Germany,Isced-97 code 4,0,55,0,1,1,0,10172,3025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Germany,Isced-97 code 3,1,70,1,1,1,1,10173,4900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,71,0,1,0,1,10174,5041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 4,0,62,1,1,1,0,10175,3844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Germany,Isced-97 code 3,1,68,1,0,1,1,10177,4624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,72,0,1,1,1,10178,5184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,77,0,1,1,1,10179,5929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,73,1,1,1,1,10180,5329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,67,1,1,1,1,10182,4489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,69,0,1,0,1,10183,4761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,81,1,0,0,1,10184,6561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,80,0,1,1,1,10185,6400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 1,1,66,1,1,1,1,10186,4356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Germany,Isced-97 code 3,1,74,0,1,1,1,10187,5476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 2,1,74,1,1,1,1,10188,5476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Germany,Isced-97 code 3,0,62,1,1,1,0,10189,3844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,72,0,1,1,1,10190,5184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,79,1,0,1,1,10191,6241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,0,61,1,1,1,0,10192,3721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,80,1,0,1,1,10194,6400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,84,0,0,1,1,10195,7056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,0,62,0,0,1,0,10196,3844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,69,1,0,1,1,10197,4761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 2,1,78,1,0,1,1,10198,6084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Germany,Isced-97 code 5,1,70,0,0,0,1,10199,4900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,0,59,1,1,1,0,10200,3481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,0,62,0,1,1,0,10201,3844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,68,0,1,1,1,10202,4624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,1,66,1,1,1,1,10203,4356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,67,1,0,1,1,10205,4489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,68,1,1,1,1,10206,4624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,81,1,0,1,1,10207,6561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,77,1,1,0,1,10208,5929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,79,0,1,0,1,10209,6241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,72,1,1,1,1,10210,5184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,1,81,0,1,1,1,10211,6561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,0,60,0,1,1,0,10213,3600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,1,80,0,1,1,1,10214,6400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 4,1,79,1,1,1,1,10215,6241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Germany,Isced-97 code 3,1,80,0,0,1,1,10216,6400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 2,0,64,0,1,0,0,10217,4096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Germany,Isced-97 code 5,0,63,1,1,1,0,10218,3969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,0,64,0,1,1,0,10219,4096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,0,63,0,1,1,0,10220,3969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,70,1,1,1,1,10221,4900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,81,0,0,0,1,10222,6561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,0,61,0,1,1,0,10223,3721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,0,59,1,1,0,0,10224,3481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,78,1,1,1,1,10225,6084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,83,1,0,1,1,10227,6889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 2,1,72,1,0,1,1,10228,5184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Germany,Isced-97 code 3,1,77,0,1,1,1,10229,5929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,71,1,1,1,1,10230,5041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,73,0,0,1,1,10231,5329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,1,71,0,1,1,1,10233,5041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,0,60,1,0,1,0,10234,3600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,0,63,1,1,0,0,10236,3969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,70,1,1,1,1,10237,4900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,72,0,1,1,1,10238,5184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,80,0,1,1,1,10239,6400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,79,1,1,1,1,10240,6241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,1,77,1,0,1,1,10241,5929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,1,81,1,1,1,1,10242,6561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 6,0,71,0,1,1,1,10243,5041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,Isced-97 code 2,1,75,0,1,1,1,10244,5625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Germany,Isced-97 code 2,1,75,1,1,1,1,10245,5625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Germany,Isced-97 code 5,0,65,0,1,1,1,10246,4225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,1,70,1,1,0,1,10247,4900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 2,1,74,1,1,1,1,10248,5476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Germany,Isced-97 code 5,1,84,0,1,1,1,10249,7056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,1,71,0,1,0,1,10250,5041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,64,1,1,1,0,10251,4096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,71,1,1,1,1,10252,5041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,69,0,1,1,1,10253,4761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,0,59,0,1,1,0,10254,3481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,0,55,1,1,1,0,10255,3025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 2,0,59,0,1,1,0,10256,3481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Germany,Isced-97 code 3,0,55,1,1,1,0,10257,3025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 2,1,80,1,0,1,1,10258,6400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Germany,Isced-97 code 5,0,58,1,1,0,0,10259,3364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,0,62,0,1,1,0,10260,3844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,1,74,1,0,1,1,10261,5476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,68,0,1,1,1,10263,4624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,75,0,1,0,1,10264,5625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,1,73,1,1,1,1,10265,5329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 2,1,72,1,0,0,1,10266,5184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Germany,Isced-97 code 3,0,67,1,1,0,1,10267,4489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 5,1,79,0,1,1,1,10268,6241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 4,1,74,1,1,1,1,10269,5476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Germany,Isced-97 code 5,1,70,0,1,1,1,10270,4900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 5,0,59,0,1,0,0,10271,3481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,Isced-97 code 3,0,54,1,1,0,0,10272,2916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,78,1,0,1,1,10273,6084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 2,0,62,1,0,1,0,10274,3844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Germany,Isced-97 code 3,1,69,1,1,1,1,10275,4761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,75,0,1,1,1,10276,5625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,77,0,1,0,1,10277,5929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,71,1,1,1,1,10278,5041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,Isced-97 code 3,1,77,0,1,0,1,10279,5929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
